Country Name,Year,Life Ladder,Log GDP Per Capita,Social Support,Healthy Life Expectancy At Birth,Freedom To Make Life Choices,Generosity,Perceptions Of Corruption
Turkiye,2018,5.185689449,10.2455864,0.847027302,68.22499847,0.528629065,-0.179061726,0.804878533
Turkiye,2019,4.87207365,10.24530506,0.791656196,68.40000153,0.631083786,-0.139380321,0.760442197
Turkiye,2020,4.861554146,10.25671864,0.856730223,68.57499695,0.510385871,-0.117426276,0.774417162
Turkiye,2021,4.366639614,10.35668087,0.736194909,68.75,0.44652763,-0.036791019,0.810165942
Turkiye,2022,4.744,10.206,0.75,78,0.47,-0.07,0.813
United Kingdom,2011,6.869248867,10.65464783,0.94871068,69.45999908,0.899774432,0.331989884,0.437595308
United Kingdom,2012,6.880784035,10.66207504,0.934574962,69.51999664,0.888970494,0.36725089,0.425169915
United Kingdom,2013,6.918055058,10.67341232,0.936884105,69.58000183,0.905278027,0.342465341,0.568043172
United Kingdom,2014,6.758147717,10.69754314,0.910247326,69.63999939,0.85703969,0.350483507,0.484118432
United Kingdom,2015,6.515445232,10.71326923,0.935985744,69.69999695,0.832926095,0.295811176,0.456133723
United Kingdom,2016,6.8242836,10.72711086,0.954068184,69.80000305,0.821192145,0.245829523,0.458313286
United Kingdom,2017,7.103273392,10.74445915,0.937495291,69.90000153,0.812733293,0.286357582,0.418611348
United Kingdom,2018,7.233445168,10.75530624,0.928483903,70,0.83750838,0.221139982,0.404276013
United Kingdom,2019,7.157151222,10.76558113,0.942681074,70.09999847,0.85403955,0.265269667,0.485092282
United Kingdom,2020,6.798177242,10.64504623,0.929353237,70.19999695,0.884624004,0.19695583,0.490203947
United Kingdom,2021,6.866961956,10.71394444,0.854029596,70.30000305,0.815077186,0.253572524,0.447526574
United Kingdom,2022,6.721779823,10.75374222,0.8634395,70.40000153,0.857062578,0.309394181,0.426054806
United States,2011,7.115138531,10.91437721,0.921705008,66.68000031,0.863202393,0.15617764,0.696925759
United States,2012,7.026226997,10.92959213,0.903192282,66.66000366,0.822662294,0.210161909,0.71003443
United States,2013,7.249285221,10.94091511,0.92539686,66.63999939,0.79225564,0.26937291,0.746894062
United States,2014,7.151114464,10.95620155,0.902097046,66.62000275,0.866076887,0.216903836,0.702267468
United States,2015,6.863946915,10.97554302,0.903571069,66.59999847,0.848753452,0.215132326,0.697542608
United States,2016,6.803599834,10.98483372,0.896751285,66.47499847,0.757893085,0.139648169,0.738919556
United States,2017,6.9917593,11.00067806,0.921002865,66.34999847,0.868496716,0.192887589,0.681191266
United States,2018,6.882684708,11.02444267,0.903856039,66.22499847,0.824606657,0.111657284,0.709928274
United States,2019,6.943701267,11.04257393,0.916691124,66.09999847,0.836139023,0.139838308,0.706715524
United States,2020,7.028088093,11.0048933,0.937369823,65.97499847,0.850447297,0.029316831,0.678124607
United States,2021,6.959087849,11.06146431,0.920008719,65.84999847,0.815734804,0.190033197,0.686591566
United States,2022,6.692790031,11.07859612,0.900261819,65.72499847,0.735639811,0.190581053,0.701127529
